"customer_id","no_of_days_rented","case"
241,"20:52:00","NO ACTION"
583,"8 days 22:04:00","REMINDER EMAIL TO CUSTOMER"
434,"5 days 01:26:00","NO ACTION"
295,"6 days 21:15:00","NO ACTION"
250,"6 days 21:20:00","NO ACTION"
356,"4 days 20:36:00","NO ACTION"
12,"4 days 18:41:00","NO ACTION"
173,"3 days 19:31:00","NO ACTION"
534,"2 days 19:20:00","NO ACTION"
454,"3 days 00:06:00","NO ACTION"
31,"22:16:00","NO ACTION"
39,"3 days 01:12:00","NO ACTION"
380,"3 days 18:05:00","NO ACTION"
593,"1 day 05:57:00","NO ACTION"
364,"3 days 21:29:00","NO ACTION"
233,"6 days 02:35:00","NO ACTION"
576,"9 days 01:50:00","REMINDER EMAIL TO CUSTOMER"
98,"5 days 03:23:00","NO ACTION"
466,"8 days 22:06:00","REMINDER EMAIL TO CUSTOMER"
523,"8 days 21:25:00","REMINDER EMAIL TO CUSTOMER"
308,"8 days 19:30:00","REMINDER EMAIL TO CUSTOMER"
498,"9 days 04:31:00","REMINDER EMAIL TO CUSTOMER"
230,"8 days 20:29:00","REMINDER EMAIL TO CUSTOMER"
24,"4 days 21:13:00","NO ACTION"
77,"8 days 02:58:00","REMINDER EMAIL TO CUSTOMER"
588,"1 day 21:52:00","NO ACTION"
253,"6 days 00:31:00","NO ACTION"
241,"2 days 19:48:00","NO ACTION"
147,"5 days 03:12:00","NO ACTION"
91,"8 days 01:10:00","REMINDER EMAIL TO CUSTOMER"
572,"2 days 18:15:00","NO ACTION"
185,"4 days 23:30:00","NO ACTION"
553,"9 days 02:42:00","REMINDER EMAIL TO CUSTOMER"
343,"9 days 05:37:00","REMINDER EMAIL TO CUSTOMER"
468,"3 days 01:54:00","NO ACTION"
194,"6 days 19:03:00","NO ACTION"
380,"1 day 23:16:00","NO ACTION"
160,"7 days 00:48:00","NO ACTION"
427,"1 day 05:14:00","NO ACTION"
177,"1 day 20:41:00","NO ACTION"
382,"4 days 18:11:00","NO ACTION"
137,"8 days 19:15:00","REMINDER EMAIL TO CUSTOMER"
40,"6 days 22:20:00","NO ACTION"
183,"5 days 21:30:00","NO ACTION"
70,"1 day 04:08:00","NO ACTION"
221,"23:35:00","NO ACTION"
151,"6 days 04:48:00","NO ACTION"
336,"2 days 22:48:00","NO ACTION"
334,"1 day 18:45:00","NO ACTION"
206,"4 days 00:51:00","NO ACTION"
241,"5 days 03:19:00","NO ACTION"
408,"3 days 19:46:00","NO ACTION"
310,"3 days 19:20:00","NO ACTION"
322,"4 days 05:27:00","NO ACTION"
122,"23:29:00","NO ACTION"
88,"6 days 03:52:00","NO ACTION"
515,"5 days 18:38:00","NO ACTION"
56,"3 days 00:43:00","NO ACTION"
15,"4 days 02:16:00","NO ACTION"
374,"4 days 23:39:00","NO ACTION"
403,"5 days 04:30:00","NO ACTION"
382,"3 days 04:06:00","NO ACTION"
402,"1 day 01:45:00","NO ACTION"
316,"7 days 04:45:00","NO ACTION"
237,"4 days 23:54:00","NO ACTION"
269,"9 days 01:32:00","REMINDER EMAIL TO CUSTOMER"
434,"6 days 19:08:00","NO ACTION"
338,"3 days 01:06:00","NO ACTION"
527,"1 day 04:48:00","NO ACTION"
171,"7 days 23:49:00","NO ACTION"
74,"3 days 21:06:00","NO ACTION"
348,"1 day 22:49:00","NO ACTION"
12,"7 days 18:20:00","NO ACTION"
450,"5 days 19:30:00","NO ACTION"
325,"1 day 05:07:00","NO ACTION"
176,"4 days 04:40:00","NO ACTION"
452,"2 days 05:24:00","NO ACTION"
519,"7 days 02:08:00","NO ACTION"
82,"6 days 18:42:00","NO ACTION"
325,"2 days 19:44:00","NO ACTION"
476,"1 day 19:43:00","NO ACTION"
213,"1 day 01:52:00","NO ACTION"
384,"5 days 00:47:00","NO ACTION"
234,"5 days 01:36:00","NO ACTION"
27,"2 days 05:10:00","NO ACTION"
515,"5 days 21:23:00","NO ACTION"
382,"4 days 21:14:00","NO ACTION"
188,"3 days 05:34:00","NO ACTION"
87,"2 days 00:27:00","NO ACTION"
74,"6 days 02:08:00","NO ACTION"
86,"6 days 19:12:00","NO ACTION"
128,"6 days 01:27:00","NO ACTION"
446,"9 days 04:07:00","REMINDER EMAIL TO CUSTOMER"
92,"2 days 23:59:00","NO ACTION"
579,"9 days 03:43:00","REMINDER EMAIL TO CUSTOMER"
89,"2 days 00:09:00","NO ACTION"
465,"6 days 00:58:00","NO ACTION"
365,"5 days 18:22:00","NO ACTION"
500,"9 days 05:54:00","REMINDER EMAIL TO CUSTOMER"
463,"1 day 04:27:00","NO ACTION"
331,"7 days 03:54:00","NO ACTION"
478,"4 days 23:08:00","NO ACTION"
31,"4 days 02:50:00","NO ACTION"
368,"3 days 00:30:00","NO ACTION"
26,"1 day 00:48:00","NO ACTION"
187,"3 days 18:45:00","NO ACTION"
517,"3 days 22:38:00","NO ACTION"
130,"8 days 23:54:00","REMINDER EMAIL TO CUSTOMER"
163,"8 days 01:30:00","REMINDER EMAIL TO CUSTOMER"
388,"7 days 00:17:00","NO ACTION"
472,"5 days 22:58:00","NO ACTION"
527,"20:19:00","NO ACTION"
363,"1 day 20:38:00","NO ACTION"
360,"4 days 21:24:00","NO ACTION"
67,"7 days 18:17:00","NO ACTION"
58,"1 day 22:26:00","NO ACTION"
558,"3 days 19:29:00","NO ACTION"
413,"1 day 00:54:00","NO ACTION"
272,"4 days 01:17:00","NO ACTION"
162,"5 days 05:17:00","NO ACTION"
561,"3 days 04:07:00","NO ACTION"
495,"7 days 19:44:00","NO ACTION"
38,"4 days 22:48:00","NO ACTION"
444,"9 days 02:11:00","REMINDER EMAIL TO CUSTOMER"
389,"9 days 01:12:00","REMINDER EMAIL TO CUSTOMER"
473,"6 days 23:32:00","NO ACTION"
322,"6 days 19:58:00","NO ACTION"
191,"6 days 02:18:00","NO ACTION"
377,"4 days 20:02:00","NO ACTION"
257,"1 day 04:51:00","NO ACTION"
361,"5 days 02:20:00","NO ACTION"
414,"9 days 04:40:00","REMINDER EMAIL TO CUSTOMER"
309,"8 days 23:16:00","REMINDER EMAIL TO CUSTOMER"
256,"1 day 23:28:00","NO ACTION"
265,"2 days 05:11:00","NO ACTION"
41,"4 days 00:44:00","NO ACTION"
408,"4 days 23:29:00","NO ACTION"
128,"4 days 21:42:00","NO ACTION"
486,"6 days 04:58:00","NO ACTION"
496,"19:35:00","NO ACTION"
190,"5 days 19:15:00","NO ACTION"
213,"7 days 00:12:00","NO ACTION"
5,"6 days 02:40:00","NO ACTION"
66,"2 days 03:08:00","NO ACTION"
159,"4 days 05:01:00","NO ACTION"
563,"4 days 01:41:00","NO ACTION"
143,"1 day 01:01:00","NO ACTION"
336,"5 days 05:05:00","NO ACTION"
559,"9 days 05:28:00","REMINDER EMAIL TO CUSTOMER"
66,"8 days 20:02:00","REMINDER EMAIL TO CUSTOMER"
267,"7 days 04:57:00","NO ACTION"
493,"3 days 04:42:00","NO ACTION"
219,"3 days 23:31:00","NO ACTION"
456,"4 days 18:34:00","NO ACTION"
267,"7 days 04:00:00","NO ACTION"
523,"8 days 19:03:00","REMINDER EMAIL TO CUSTOMER"
90,"8 days 23:50:00","REMINDER EMAIL TO CUSTOMER"
406,"1 day 04:23:00","NO ACTION"
537,"7 days 19:18:00","NO ACTION"
331,"5 days 05:44:00","NO ACTION"
143,"2 days 23:00:00","NO ACTION"
164,"2 days 04:34:00","NO ACTION"
324,"1 day 02:27:00","NO ACTION"
438,"6 days 18:10:00","NO ACTION"
208,"2 days 03:08:00","NO ACTION"
556,"9 days 02:31:00","REMINDER EMAIL TO CUSTOMER"
123,"5 days 21:58:00","NO ACTION"
122,"6 days 04:37:00","NO ACTION"
80,"5 days 04:28:00","NO ACTION"
407,"23:21:00","NO ACTION"
265,"5 days 05:45:00","NO ACTION"
171,"7 days 19:04:00","NO ACTION"
423,"8 days 21:30:00","REMINDER EMAIL TO CUSTOMER"
98,"1 day 01:54:00","NO ACTION"
173,"4 days 18:29:00","NO ACTION"
222,"6 days 20:58:00","NO ACTION"
28,"6 days 04:46:00","NO ACTION"
38,"6 days 00:12:00","NO ACTION"
364,"1 day 20:24:00","NO ACTION"
340,"5 days 20:26:00","NO ACTION"
132,"5 days 05:59:00","NO ACTION"
383,"9 days 05:17:00","REMINDER EMAIL TO CUSTOMER"
542,"6 days 02:23:00","NO ACTION"
301,"2 days 03:01:00","NO ACTION"
287,"6 days 03:51:00","NO ACTION"
179,"1 day 19:39:00","NO ACTION"
145,"3 days 05:05:00","NO ACTION"
578,"8 days 05:21:00","REMINDER EMAIL TO CUSTOMER"
478,"8 days 19:32:00","REMINDER EMAIL TO CUSTOMER"
313,"8 days 04:08:00","REMINDER EMAIL TO CUSTOMER"
310,"4 days 19:20:00","NO ACTION"
350,"1 day 20:59:00","NO ACTION"
94,"5 days 03:36:00","NO ACTION"
439,"8 days 21:29:00","REMINDER EMAIL TO CUSTOMER"
573,"9 days 02:34:00","REMINDER EMAIL TO CUSTOMER"
12,"7 days 04:17:00","NO ACTION"
32,"8 days 02:51:00","REMINDER EMAIL TO CUSTOMER"
25,"7 days 01:29:00","NO ACTION"
450,"4 days 19:30:00","NO ACTION"
592,"4 days 19:59:00","NO ACTION"
3,"8 days 19:45:00","REMINDER EMAIL TO CUSTOMER"
458,"8 days 18:56:00","REMINDER EMAIL TO CUSTOMER"
236,"6 days 00:44:00","NO ACTION"
39,"6 days 18:36:00","NO ACTION"
574,"3 days 22:22:00","NO ACTION"
68,"23:03:00","NO ACTION"
318,"1 day 02:49:00","NO ACTION"
105,"7 days 00:12:00","NO ACTION"
253,"5 days 22:34:00","NO ACTION"
327,"8 days 00:49:00","REMINDER EMAIL TO CUSTOMER"
295,"7 days 05:33:00","NO ACTION"
116,"2 days 04:52:00","NO ACTION"
540,"1 day 05:12:00","NO ACTION"
374,"3 days 00:17:00","NO ACTION"
4,"5 days 22:54:00","NO ACTION"
318,"7 days 00:48:00","NO ACTION"
309,"7 days 21:41:00","NO ACTION"
181,"8 days 20:57:00","REMINDER EMAIL TO CUSTOMER"
275,"1 day 18:19:00","NO ACTION"
54,"3 days 05:58:00","NO ACTION"
31,"1 day 18:24:00","NO ACTION"
153,"1 day 23:45:00","NO ACTION"
209,"1 day 21:40:00","NO ACTION"
576,"8 days 03:15:00","REMINDER EMAIL TO CUSTOMER"
589,"8 days 21:28:00","REMINDER EMAIL TO CUSTOMER"
340,"7 days 04:39:00","NO ACTION"
405,"8 days 01:07:00","REMINDER EMAIL TO CUSTOMER"
29,"4 days 03:42:00","NO ACTION"
280,"4 days 21:49:00","NO ACTION"
19,"9 days 01:55:00","REMINDER EMAIL TO CUSTOMER"
156,"5 days 05:40:00","NO ACTION"
139,"4 days 03:16:00","NO ACTION"
221,"9 days 01:59:00","REMINDER EMAIL TO CUSTOMER"
452,"5 days 21:54:00","NO ACTION"
68,"1 day 00:48:00","NO ACTION"
583,"1 day 05:54:00","NO ACTION"
299,"8 days 21:19:00","REMINDER EMAIL TO CUSTOMER"
133,"7 days 00:43:00","NO ACTION"
454,"9 days 01:30:00","REMINDER EMAIL TO CUSTOMER"
200,"8 days 00:20:00","REMINDER EMAIL TO CUSTOMER"
568,"4 days 22:44:00","NO ACTION"
523,"1 day 05:15:00","NO ACTION"
457,"2 days 05:55:00","NO ACTION"
451,"7 days 02:57:00","NO ACTION"
420,"5 days 21:32:00","NO ACTION"
29,"3 days 19:34:00","NO ACTION"
585,"20:22:00","NO ACTION"
230,"4 days 04:53:00","NO ACTION"
477,"5 days 03:40:00","NO ACTION"
428,"1 day 18:14:00","NO ACTION"
258,"2 days 04:16:00","NO ACTION"
109,"7 days 20:15:00","NO ACTION"
114,"8 days 03:02:00","REMINDER EMAIL TO CUSTOMER"
196,"2 days 04:33:00","NO ACTION"
538,"9 days 01:51:00","REMINDER EMAIL TO CUSTOMER"
241,"2 days 03:59:00","NO ACTION"
17,"8 days 20:21:00","REMINDER EMAIL TO CUSTOMER"
283,"3 days 04:23:00","NO ACTION"
68,"1 day 03:16:00","NO ACTION"
254,"3 days 18:12:00","NO ACTION"
309,"9 days 05:08:00","REMINDER EMAIL TO CUSTOMER"
567,"5 days 04:37:00","NO ACTION"
391,"8 days 01:29:00","REMINDER EMAIL TO CUSTOMER"
242,"7 days 02:50:00","NO ACTION"
388,"2 days 03:37:00","NO ACTION"
107,"7 days 22:06:00","NO ACTION"
368,"5 days 01:52:00","NO ACTION"
208,"5 days 03:47:00","NO ACTION"
597,"9 days 00:38:00","REMINDER EMAIL TO CUSTOMER"
448,"3 days 23:52:00","NO ACTION"
420,"18:02:00","NO ACTION"
267,"4 days 21:46:00","NO ACTION"
180,"8 days 05:59:00","REMINDER EMAIL TO CUSTOMER"
29,"9 days 01:38:00","REMINDER EMAIL TO CUSTOMER"
329,"1 day 00:32:00","NO ACTION"
319,"8 days 18:50:00","REMINDER EMAIL TO CUSTOMER"
246,"7 days 04:35:00","NO ACTION"
562,"22:37:00","NO ACTION"
559,"2 days 03:27:00","NO ACTION"
589,"7 days 21:12:00","NO ACTION"
541,"4 days 20:03:00","NO ACTION"
7,"4 days 00:56:00","NO ACTION"
446,"2 days 02:12:00","NO ACTION"
313,"1 day 19:17:00","NO ACTION"
411,"3 days 04:48:00","NO ACTION"
378,"1 day 03:32:00","NO ACTION"
81,"4 days 02:58:00","NO ACTION"
404,"6 days 18:15:00","NO ACTION"
252,"8 days 03:05:00","REMINDER EMAIL TO CUSTOMER"
200,"3 days 05:31:00","NO ACTION"
139,"7 days 04:48:00","NO ACTION"
336,"23:43:00","NO ACTION"
504,"7 days 22:15:00","NO ACTION"
358,"2 days 03:29:00","NO ACTION"
45,"5 days 22:16:00","NO ACTION"
277,"23:33:00","NO ACTION"
103,"3 days 01:34:00","NO ACTION"
246,"2 days 18:07:00","NO ACTION"
420,"2 days 00:36:00","NO ACTION"
129,"9 days 02:47:00","REMINDER EMAIL TO CUSTOMER"
408,"2 days 21:18:00","NO ACTION"
510,"8 days 02:52:00","REMINDER EMAIL TO CUSTOMER"
30,"8 days 21:55:00","REMINDER EMAIL TO CUSTOMER"
138,"7 days 23:16:00","NO ACTION"
386,"6 days 04:20:00","NO ACTION"
188,"3 days 20:37:00","NO ACTION"
204,"22:08:00","NO ACTION"
29,"3 days 01:46:00","NO ACTION"
359,"1 day 21:20:00","NO ACTION"
513,"7 days 02:56:00","NO ACTION"
75,"1 day 00:18:00","NO ACTION"
212,"7 days 23:03:00","NO ACTION"
92,"8 days 20:19:00","REMINDER EMAIL TO CUSTOMER"
36,"1 day 04:43:00","NO ACTION"
187,"7 days 05:29:00","NO ACTION"
35,"3 days 20:15:00","NO ACTION"
368,"2 days 19:24:00","NO ACTION"
26,"2 days 05:46:00","NO ACTION"
562,"8 days 19:35:00","REMINDER EMAIL TO CUSTOMER"
422,"5 days 03:06:00","NO ACTION"
473,"2 days 05:33:00","NO ACTION"
358,"6 days 04:39:00","NO ACTION"
197,"21:18:00","NO ACTION"
148,"5 days 21:18:00","NO ACTION"
149,"2 days 19:56:00","NO ACTION"
23,"4 days 21:01:00","NO ACTION"
267,"7 days 01:16:00","NO ACTION"
506,"7 days 19:06:00","NO ACTION"
144,"6 days 22:33:00","NO ACTION"
243,"8 days 18:37:00","REMINDER EMAIL TO CUSTOMER"
423,"6 days 21:41:00","NO ACTION"
351,"5 days 04:46:00","NO ACTION"
192,"6 days 21:42:00","NO ACTION"
431,"1 day 02:58:00","NO ACTION"
457,"6 days 05:21:00","NO ACTION"
276,"2 days 04:14:00","NO ACTION"
479,"8 days 23:51:00","REMINDER EMAIL TO CUSTOMER"
478,"8 days 05:52:00","REMINDER EMAIL TO CUSTOMER"
345,"4 days 02:26:00","NO ACTION"
596,"5 days 04:56:00","NO ACTION"
129,"6 days 04:03:00","NO ACTION"
354,"7 days 02:38:00","NO ACTION"
533,"7 days 05:15:00","NO ACTION"
262,"7 days 23:20:00","NO ACTION"
520,"3 days 23:53:00","NO ACTION"
505,"9 days 05:48:00","REMINDER EMAIL TO CUSTOMER"
299,"1 day 22:16:00","NO ACTION"
590,"7 days 01:38:00","NO ACTION"
551,"6 days 20:27:00","NO ACTION"
230,"19:27:00","NO ACTION"
422,"9 days 03:25:00","REMINDER EMAIL TO CUSTOMER"
376,"4 days 00:06:00","NO ACTION"
360,"9 days 04:10:00","REMINDER EMAIL TO CUSTOMER"
197,"7 days 22:38:00","NO ACTION"
156,"2 days 19:45:00","NO ACTION"
113,"2 days 03:40:00","NO ACTION"
289,"8 days 20:47:00","REMINDER EMAIL TO CUSTOMER"
137,"4 days 20:53:00","NO ACTION"
594,"2 days 22:06:00","NO ACTION"
307,"3 days 01:35:00","NO ACTION"
171,"1 day 18:44:00","NO ACTION"
514,"2 days 03:02:00","NO ACTION"
97,"1 day 05:24:00","NO ACTION"
299,"3 days 00:44:00","NO ACTION"
437,"3 days 22:47:00","NO ACTION"
419,"6 days 00:53:00","NO ACTION"
85,"2 days 18:22:00","NO ACTION"
129,"8 days 23:58:00","REMINDER EMAIL TO CUSTOMER"
209,"5 days 22:18:00","NO ACTION"
486,"1 day 03:39:00","NO ACTION"
180,"3 days 05:02:00","NO ACTION"
576,"2 days 02:20:00","NO ACTION"
146,"3 days 05:00:00","NO ACTION"
29,"1 day 00:53:00","NO ACTION"
489,"1 day 22:40:00","NO ACTION"
120,"8 days 02:30:00","REMINDER EMAIL TO CUSTOMER"
426,"5 days 05:55:00","NO ACTION"
80,"8 days 03:45:00","REMINDER EMAIL TO CUSTOMER"
510,"1 day 00:12:00","NO ACTION"
194,"5 days 04:58:00","NO ACTION"
325,"7 days 19:15:00","NO ACTION"
44,"7 days 19:48:00","NO ACTION"
67,"23:57:00","NO ACTION"
457,"3 days 03:28:00","NO ACTION"
211,"6 days 19:28:00","NO ACTION"
284,"7 days 05:50:00","NO ACTION"
10,"6 days 05:27:00","NO ACTION"
27,"6 days 02:47:00","NO ACTION"
94,"1 day 01:05:00","NO ACTION"
510,"5 days 03:24:00","NO ACTION"
497,"2 days 04:56:00","NO ACTION"
82,"6 days 20:31:00","NO ACTION"
316,"7 days 00:12:00","NO ACTION"
532,"8 days 03:22:00","REMINDER EMAIL TO CUSTOMER"
48,"3 days 05:52:00","NO ACTION"
260,"6 days 21:28:00","NO ACTION"
506,"9 days 04:09:00","REMINDER EMAIL TO CUSTOMER"
418,"3 days 02:00:00","NO ACTION"
125,"5 days 20:42:00","NO ACTION"
23,"22:04:00","NO ACTION"
526,"5 days 20:47:00","NO ACTION"
341,"4 days 20:59:00","NO ACTION"
21,"1 day 20:32:00","NO ACTION"
468,"2 days 19:39:00","NO ACTION"
593,"9 days 01:39:00","REMINDER EMAIL TO CUSTOMER"
232,"8 days 18:47:00","REMINDER EMAIL TO CUSTOMER"
122,"4 days 23:06:00","NO ACTION"
89,"6 days 19:02:00","NO ACTION"
306,"7 days 02:43:00","NO ACTION"
371,"23:21:00","NO ACTION"
292,"6 days 00:24:00","NO ACTION"
256,"3 days 18:30:00","NO ACTION"
236,"6 days 02:19:00","NO ACTION"
193,"8 days 02:35:00","REMINDER EMAIL TO CUSTOMER"
217,"2 days 05:12:00","NO ACTION"
148,"6 days 23:57:00","NO ACTION"
178,"4 days 05:18:00","NO ACTION"
583,"3 days 04:45:00","NO ACTION"
193,"2 days 18:20:00","NO ACTION"
148,"8 days 00:11:00","REMINDER EMAIL TO CUSTOMER"
19,"6 days 00:15:00","NO ACTION"
283,"5 days 19:30:00","NO ACTION"
262,"8 days 04:24:00","REMINDER EMAIL TO CUSTOMER"
361,"2 days 18:19:00","NO ACTION"
453,"6 days 04:52:00","NO ACTION"
453,"8 days 01:42:00","REMINDER EMAIL TO CUSTOMER"
81,"3 days 20:26:00","NO ACTION"
483,"6 days 22:41:00","NO ACTION"
210,"3 days 23:34:00","NO ACTION"
364,"5 days 05:09:00","NO ACTION"
268,"1 day 19:50:00","NO ACTION"
147,"23:20:00","NO ACTION"
107,"1 day 05:39:00","NO ACTION"
116,"6 days 18:11:00","NO ACTION"
52,"3 days 03:52:00","NO ACTION"
228,"3 days 23:29:00","NO ACTION"
493,"6 days 04:21:00","NO ACTION"
10,"1 day 02:20:00","NO ACTION"
44,"21:38:00","NO ACTION"
483,"3 days 19:27:00","NO ACTION"
214,"5 days 21:15:00","NO ACTION"
155,"4 days 04:31:00","NO ACTION"
467,"8 days 20:04:00","REMINDER EMAIL TO CUSTOMER"
443,"9 days 01:09:00","REMINDER EMAIL TO CUSTOMER"
240,"6 days 19:18:00","NO ACTION"
160,"5 days 01:25:00","NO ACTION"
166,"8 days 00:55:00","REMINDER EMAIL TO CUSTOMER"
186,"5 days 18:07:00","NO ACTION"
39,"3 days 03:49:00","NO ACTION"
267,"3 days 23:58:00","NO ACTION"
88,"1 day 20:31:00","NO ACTION"
583,"8 days 18:48:00","REMINDER EMAIL TO CUSTOMER"
193,"3 days 01:18:00","NO ACTION"
307,"6 days 22:16:00","NO ACTION"
152,"1 day 18:07:00","NO ACTION"
320,"8 days 04:43:00","REMINDER EMAIL TO CUSTOMER"
319,"1 day 02:32:00","NO ACTION"
330,"2 days 20:50:00","NO ACTION"
154,"3 days 02:50:00","NO ACTION"
453,"5 days 03:43:00","NO ACTION"
7,"2 days 03:15:00","NO ACTION"
213,"3 days 04:39:00","NO ACTION"
392,"7 days 19:12:00","NO ACTION"
32,"5 days 00:43:00","NO ACTION"
430,"1 day 00:44:00","NO ACTION"
153,"6 days 18:39:00","NO ACTION"
76,"1 day 22:16:00","NO ACTION"
141,"7 days 21:16:00","NO ACTION"
40,"6 days 02:56:00","NO ACTION"
107,"5 days 02:55:00","NO ACTION"
178,"9 days 05:40:00","REMINDER EMAIL TO CUSTOMER"
459,"3 days 04:08:00","NO ACTION"
294,"7 days 18:07:00","NO ACTION"
25,"3 days 02:02:00","NO ACTION"
304,"6 days 05:06:00","NO ACTION"
53,"5 days 02:14:00","NO ACTION"
55,"1 day 04:03:00","NO ACTION"
189,"4 days 20:55:00","NO ACTION"
58,"3 days 02:53:00","NO ACTION"
208,"18:41:00","NO ACTION"
91,"2 days 05:30:00","NO ACTION"
451,"5 days 02:47:00","NO ACTION"
57,"7 days 21:04:00","NO ACTION"
502,"2 days 18:34:00","NO ACTION"
196,"1 day 20:00:00","NO ACTION"
402,"3 days 01:05:00","NO ACTION"
342,"5 days 00:01:00","NO ACTION"
262,"4 days 02:02:00","NO ACTION"
590,"7 days 18:39:00","NO ACTION"
451,"3 days 21:09:00","NO ACTION"
215,"1 day 05:58:00","NO ACTION"
509,"7 days 02:24:00","NO ACTION"
588,"6 days 19:22:00","NO ACTION"
59,"7 days 21:15:00","NO ACTION"
176,"2 days 00:25:00","NO ACTION"
29,"1 day 00:48:00","NO ACTION"
132,"20:53:00","NO ACTION"
301,"2 days 00:14:00","NO ACTION"
379,"5 days 21:40:00","NO ACTION"
403,"2 days 21:18:00","NO ACTION"
104,"1 day 02:15:00","NO ACTION"
333,"5 days 18:29:00","NO ACTION"
585,"8 days 01:10:00","REMINDER EMAIL TO CUSTOMER"
258,"9 days 04:28:00","REMINDER EMAIL TO CUSTOMER"
526,"9 days 03:40:00","REMINDER EMAIL TO CUSTOMER"
323,"6 days 02:20:00","NO ACTION"
228,"1 day 21:39:00","NO ACTION"
384,"8 days 04:10:00","REMINDER EMAIL TO CUSTOMER"
330,"6 days 05:07:00","NO ACTION"
15,"6 days 21:30:00","NO ACTION"
504,"6 days 04:21:00","NO ACTION"
203,"6 days 01:38:00","NO ACTION"
73,"8 days 00:51:00","REMINDER EMAIL TO CUSTOMER"
135,"6 days 02:18:00","NO ACTION"
242,"8 days 19:08:00","REMINDER EMAIL TO CUSTOMER"
418,"4 days 22:48:00","NO ACTION"
474,"9 days 03:57:00","REMINDER EMAIL TO CUSTOMER"
153,"6 days 03:59:00","NO ACTION"
213,"18:52:00","NO ACTION"
151,"3 days 04:04:00","NO ACTION"
289,"9 days 03:10:00","REMINDER EMAIL TO CUSTOMER"
78,"8 days 21:14:00","REMINDER EMAIL TO CUSTOMER"
561,"7 days 01:37:00","NO ACTION"
404,"3 days 18:03:00","NO ACTION"
13,"2 days 05:25:00","NO ACTION"
540,"5 days 23:40:00","NO ACTION"
336,"3 days 04:58:00","NO ACTION"
244,"4 days 22:48:00","NO ACTION"
533,"2 days 00:37:00","NO ACTION"
542,"9 days 02:28:00","REMINDER EMAIL TO CUSTOMER"
260,"8 days 19:37:00","REMINDER EMAIL TO CUSTOMER"
372,"6 days 20:24:00","NO ACTION"
16,"6 days 01:04:00","NO ACTION"
399,"4 days 00:36:00","NO ACTION"
364,"5 days 21:12:00","NO ACTION"
24,"8 days 01:50:00","REMINDER EMAIL TO CUSTOMER"
590,"9 days 05:15:00","REMINDER EMAIL TO CUSTOMER"
46,"9 days 04:12:00","REMINDER EMAIL TO CUSTOMER"
511,"9 days 00:09:00","REMINDER EMAIL TO CUSTOMER"
311,"8 days 22:10:00","REMINDER EMAIL TO CUSTOMER"
252,"2 days 20:46:00","NO ACTION"
418,"1 day 22:28:00","NO ACTION"
449,"8 days 02:23:00","REMINDER EMAIL TO CUSTOMER"
410,"7 days 03:42:00","NO ACTION"
531,"1 day 04:51:00","NO ACTION"
96,"4 days 04:32:00","NO ACTION"
472,"4 days 21:10:00","NO ACTION"
46,"23:55:00","NO ACTION"
55,"1 day 02:36:00","NO ACTION"
571,"8 days 20:15:00","REMINDER EMAIL TO CUSTOMER"
548,"2 days 21:17:00","NO ACTION"
589,"7 days 03:54:00","NO ACTION"
343,"8 days 23:22:00","REMINDER EMAIL TO CUSTOMER"
387,"8 days 00:39:00","REMINDER EMAIL TO CUSTOMER"
130,"8 days 04:43:00","REMINDER EMAIL TO CUSTOMER"
322,"8 days 19:21:00","REMINDER EMAIL TO CUSTOMER"
435,"1 day 18:25:00","NO ACTION"
154,"1 day 19:41:00","NO ACTION"
556,"5 days 20:34:00","NO ACTION"
349,"8 days 04:07:00","REMINDER EMAIL TO CUSTOMER"
557,"7 days 19:32:00","NO ACTION"
56,"1 day 18:28:00","NO ACTION"
18,"9 days 04:17:00","REMINDER EMAIL TO CUSTOMER"
472,"3 days 03:54:00","NO ACTION"
439,"3 days 20:48:00","NO ACTION"
40,"2 days 04:24:00","NO ACTION"
163,"8 days 19:24:00","REMINDER EMAIL TO CUSTOMER"
573,"6 days 05:13:00","NO ACTION"
500,"6 days 23:58:00","NO ACTION"
519,"8 days 22:52:00","REMINDER EMAIL TO CUSTOMER"
380,"3 days 21:01:00","NO ACTION"
295,"5 days 20:21:00","NO ACTION"
50,"1 day 22:13:00","NO ACTION"
393,"7 days 19:23:00","NO ACTION"
266,"4 days 02:19:00","NO ACTION"
38,"1 day 20:28:00","NO ACTION"
113,"2 days 21:34:00","NO ACTION"
598,"8 days 05:38:00","REMINDER EMAIL TO CUSTOMER"
133,"1 day 21:16:00","NO ACTION"
7,"4 days 18:40:00","NO ACTION"
202,"6 days 00:37:00","NO ACTION"
280,"3 days 03:15:00","NO ACTION"
567,"6 days 20:23:00","NO ACTION"
147,"7 days 20:23:00","NO ACTION"
206,"7 days 23:24:00","NO ACTION"
290,"5 days 18:10:00","NO ACTION"
434,"2 days 19:44:00","NO ACTION"
23,"6 days 00:42:00","NO ACTION"
558,"4 days 03:10:00","NO ACTION"
151,"8 days 05:18:00","REMINDER EMAIL TO CUSTOMER"
112,"4 days 20:07:00","NO ACTION"
144,"6 days 21:19:00","NO ACTION"
74,"6 days 20:19:00","NO ACTION"
62,"8 days 05:02:00","REMINDER EMAIL TO CUSTOMER"
466,"6 days 01:58:00","NO ACTION"
106,"1 day 01:25:00","NO ACTION"
328,"7 days 01:22:00","NO ACTION"
293,"1 day 20:57:00","NO ACTION"
347,"1 day 01:03:00","NO ACTION"
